epsilon,gamma,iters,optimal_path_length,valid_path
0.39183656133578154,0.5425365989352177,794,23,True
0.11570098016251422,0.05046964605815808,717,13,False
0.11570098016251422,0.05046964605815808,696,13,False
0.39183656133578154,0.5425365989352177,795,23,True
0.39183656133578154,0.5425365989352177,787,23,True
0.7204139083633171,0.6561337890745016,697,23,True
0.11570098016251422,0.05046964605815808,700,13,False
0.11570098016251422,0.05046964605815808,716,13,False
0.39183656133578154,0.5425365989352177,786,23,True
0.39183656133578154,0.5425365989352177,776,23,True
0.7204139083633171,0.6561337890745016,663,23,True
0.7204139083633171,0.6561337890745016,705,23,True
0.7204139083633171,0.6561337890745016,656,23,True
0.7204139083633171,0.6561337890745016,694,23,True
0.7204139083633171,0.6561337890745016,661,23,True
0.7292930287889424,0.3494773059554852,721,23,True
0.7204139083633171,0.6561337890745016,714,23,True
0.7204139083633171,0.6561337890745016,681,23,True
0.7204139083633171,0.6561337890745016,699,23,True
0.7204139083633171,0.6561337890745016,689,23,True
0.7292930287889424,0.3494773059554852,749,23,True
0.7292930287889424,0.3494773059554852,753,23,True
0.7292930287889424,0.3494773059554852,720,23,True
0.7292930287889424,0.3494773059554852,738,23,True
0.7292930287889424,0.3494773059554852,756,23,True
0.7292930287889424,0.3494773059554852,730,23,True
0.7292930287889424,0.3494773059554852,742,23,True
0.2542980767251439,0.08198864281916922,891,13,False
0.7292930287889424,0.3494773059554852,731,23,True
0.7292930287889424,0.3494773059554852,719,23,True
0.2542980767251439,0.08198864281916922,911,13,False
0.2542980767251439,0.08198864281916922,921,13,False
0.2542980767251439,0.08198864281916922,922,13,False
0.2542980767251439,0.08198864281916922,930,13,False
0.2542980767251439,0.08198864281916922,901,13,False
0.2542980767251439,0.08198864281916922,934,13,False
0.2542980767251439,0.08198864281916922,902,13,False
0.2542980767251439,0.08198864281916922,918,13,False
0.2542980767251439,0.08198864281916922,903,13,False
