epsilon,gamma,iters,optimal_path_length,valid_path,seed
0.2214218955313034,0.287782132957507,894,23,True,6
0.2214218955313034,0.287782132957507,892,23,True,2
0.4179709571106128,0.07850122481986868,855,13,False,5
0.2214218955313034,0.287782132957507,904,23,True,7
0.2214218955313034,0.287782132957507,909,23,True,3
0.2214218955313034,0.287782132957507,895,23,True,5
0.2214218955313034,0.287782132957507,906,23,True,9
0.4179709571106128,0.07850122481986868,818,13,False,7
0.2214218955313034,0.287782132957507,904,23,True,8
0.4179709571106128,0.07850122481986868,819,13,False,9
0.4179709571106128,0.07850122481986868,853,13,False,8
0.6665138628859396,0.24826883257391044,1187,23,True,2
0.6665138628859396,0.24826883257391044,783,23,True,5
0.34589406987739296,0.8912814256553457,719,23,True,1
0.34589406987739296,0.8912814256553457,730,23,True,0
0.6665138628859396,0.24826883257391044,783,23,True,1
0.6665138628859396,0.24826883257391044,772,23,True,3
0.34589406987739296,0.8912814256553457,742,23,True,2
0.34589406987739296,0.8912814256553457,727,23,True,3
0.34589406987739296,0.8912814256553457,727,23,True,6
0.34589406987739296,0.8912814256553457,741,23,True,7
0.34589406987739296,0.8912814256553457,736,23,True,4
0.6665138628859396,0.24826883257391044,1217,23,True,4
0.34589406987739296,0.8912814256553457,726,23,True,5
0.6665138628859396,0.24826883257391044,803,23,True,9
0.6665138628859396,0.24826883257391044,1697,23,True,0
0.34589406987739296,0.8912814256553457,727,23,True,8
0.6665138628859396,0.24826883257391044,1218,23,True,6
0.34589406987739296,0.8912814256553457,711,23,True,9
0.6665138628859396,0.24826883257391044,1214,23,True,7
0.6665138628859396,0.24826883257391044,1178,23,True,8
0.6346252484676107,0.5700960407012328,742,23,True,5
0.6346252484676107,0.5700960407012328,732,23,True,7
0.6346252484676107,0.5700960407012328,731,23,True,0
0.6346252484676107,0.5700960407012328,730,23,True,1
0.6346252484676107,0.5700960407012328,749,23,True,3
0.6346252484676107,0.5700960407012328,760,23,True,2
0.6346252484676107,0.5700960407012328,757,23,True,4
0.030119280802834665,0.24958708898572637,976,23,True,0
0.6346252484676107,0.5700960407012328,709,23,True,6
0.030119280802834665,0.24958708898572637,944,23,True,1
0.6346252484676107,0.5700960407012328,708,23,True,8
0.6346252484676107,0.5700960407012328,744,23,True,9
0.030119280802834665,0.24958708898572637,954,23,True,7
0.030119280802834665,0.24958708898572637,940,23,True,9
0.030119280802834665,0.24958708898572637,970,23,True,2
0.030119280802834665,0.24958708898572637,962,23,True,3
0.030119280802834665,0.24958708898572637,944,23,True,4
0.030119280802834665,0.24958708898572637,955,23,True,5
0.030119280802834665,0.24958708898572637,957,23,True,6
0.2605682288225539,0.3018180612644796,886,23,True,2
0.2605682288225539,0.3018180612644796,864,23,True,3
0.030119280802834665,0.24958708898572637,957,23,True,8
0.2605682288225539,0.3018180612644796,889,23,True,0
0.2605682288225539,0.3018180612644796,884,23,True,1
0.2605682288225539,0.3018180612644796,872,23,True,9
0.5330859649375806,0.15726660973882456,918,23,True,0
0.2605682288225539,0.3018180612644796,888,23,True,4
0.2605682288225539,0.3018180612644796,878,23,True,5
0.2605682288225539,0.3018180612644796,882,23,True,6
0.2605682288225539,0.3018180612644796,880,23,True,7
0.2605682288225539,0.3018180612644796,878,23,True,8
0.5330859649375806,0.15726660973882456,915,23,True,4
0.14015345376844332,0.5425406736433089,800,23,True,1
0.5330859649375806,0.15726660973882456,1158,23,True,5
0.5330859649375806,0.15726660973882456,1147,23,True,1
0.5330859649375806,0.15726660973882456,1110,23,True,2
0.14015345376844332,0.5425406736433089,814,23,True,0
0.5330859649375806,0.15726660973882456,1207,23,True,3
0.14015345376844332,0.5425406736433089,807,23,True,2
0.14015345376844332,0.5425406736433089,803,23,True,3
0.14015345376844332,0.5425406736433089,800,23,True,8
0.14015345376844332,0.5425406736433089,813,23,True,9
0.5330859649375806,0.15726660973882456,927,23,True,9
0.14015345376844332,0.5425406736433089,800,23,True,4
0.5330859649375806,0.15726660973882456,1201,23,True,6
0.14015345376844332,0.5425406736433089,799,23,True,5
0.5330859649375806,0.15726660973882456,1159,23,True,7
0.5330859649375806,0.15726660973882456,1176,23,True,8
0.14015345376844332,0.5425406736433089,812,23,True,6
0.14015345376844332,0.5425406736433089,808,23,True,7
0.26108093758992845,0.4683303051630702,805,23,True,0
0.26108093758992845,0.4683303051630702,828,23,True,1
0.26108093758992845,0.4683303051630702,822,23,True,2
0.26108093758992845,0.4683303051630702,817,23,True,3
0.6724661428587381,0.36616120718212997,776,23,True,0
0.26108093758992845,0.4683303051630702,817,23,True,4
0.26108093758992845,0.4683303051630702,829,23,True,5
0.26108093758992845,0.4683303051630702,803,23,True,6
0.26108093758992845,0.4683303051630702,825,23,True,7
0.26108093758992845,0.4683303051630702,829,23,True,8
0.26108093758992845,0.4683303051630702,806,23,True,9
0.6724661428587381,0.36616120718212997,1543,23,True,1
0.6724661428587381,0.36616120718212997,756,23,True,8
0.46916956259609427,0.7741634013769363,726,23,True,0
0.6724661428587381,0.36616120718212997,754,23,True,4
0.6724661428587381,0.36616120718212997,777,23,True,3
0.46916956259609427,0.7741634013769363,737,23,True,1
0.6724661428587381,0.36616120718212997,764,23,True,5
0.6724661428587381,0.36616120718212997,779,23,True,6
0.6724661428587381,0.36616120718212997,759,23,True,9
0.46916956259609427,0.7741634013769363,739,23,True,2
0.46916956259609427,0.7741634013769363,719,23,True,5
0.46916956259609427,0.7741634013769363,708,23,True,6
0.46916956259609427,0.7741634013769363,720,23,True,4
0.46916956259609427,0.7741634013769363,743,23,True,3
0.6724661428587381,0.36616120718212997,1261,23,True,7
0.6724661428587381,0.36616120718212997,1594,23,True,2
0.46916956259609427,0.7741634013769363,729,23,True,7
0.46916956259609427,0.7741634013769363,741,23,True,8
0.46916956259609427,0.7741634013769363,719,23,True,9
0.12604479188660564,0.2790918671929423,910,23,True,0
0.12604479188660564,0.2790918671929423,911,23,True,3
0.12604479188660564,0.2790918671929423,906,23,True,2
0.12604479188660564,0.2790918671929423,912,23,True,1
0.12604479188660564,0.2790918671929423,897,23,True,4
0.12604479188660564,0.2790918671929423,905,23,True,5
0.12604479188660564,0.2790918671929423,905,23,True,6
0.12604479188660564,0.2790918671929423,881,23,True,7
0.12604479188660564,0.2790918671929423,922,23,True,8
0.2732257905358155,0.21203759782178705,990,23,True,1
0.2732257905358155,0.21203759782178705,914,23,True,2
0.12604479188660564,0.2790918671929423,921,23,True,9
0.2732257905358155,0.21203759782178705,907,23,True,0
0.2732257905358155,0.21203759782178705,935,23,True,3
0.2732257905358155,0.21203759782178705,959,23,True,7
0.42780069199638865,0.9873672878897818,707,23,True,0
0.2732257905358155,0.21203759782178705,920,23,True,4
0.42780069199638865,0.9873672878897818,689,23,True,1
0.2732257905358155,0.21203759782178705,939,23,True,5
0.2732257905358155,0.21203759782178705,932,23,True,6
0.2732257905358155,0.21203759782178705,937,23,True,8
0.42780069199638865,0.9873672878897818,697,23,True,2
0.42780069199638865,0.9873672878897818,724,23,True,3
0.2732257905358155,0.21203759782178705,935,23,True,9
0.42780069199638865,0.9873672878897818,707,23,True,6
0.42780069199638865,0.9873672878897818,702,23,True,4
0.42780069199638865,0.9873672878897818,745,23,True,5
0.42780069199638865,0.9873672878897818,710,23,True,7
0.42780069199638865,0.9873672878897818,688,23,True,9
0.22797706367340964,0.3003838796356815,905,23,True,1
0.42780069199638865,0.9873672878897818,722,23,True,8
0.22797706367340964,0.3003838796356815,888,23,True,0
0.22797706367340964,0.3003838796356815,894,23,True,4
0.22797706367340964,0.3003838796356815,871,23,True,2
0.22797706367340964,0.3003838796356815,909,23,True,3
0.22797706367340964,0.3003838796356815,902,23,True,9
0.4221839743039055,0.7769197923082611,735,23,True,2
0.4221839743039055,0.7769197923082611,737,23,True,0
0.22797706367340964,0.3003838796356815,891,23,True,5
0.22797706367340964,0.3003838796356815,877,23,True,6
0.22797706367340964,0.3003838796356815,869,23,True,7
0.4221839743039055,0.7769197923082611,723,23,True,4
0.22797706367340964,0.3003838796356815,900,23,True,8
0.4221839743039055,0.7769197923082611,751,23,True,1
0.4221839743039055,0.7769197923082611,728,23,True,6
0.4221839743039055,0.7769197923082611,745,23,True,3
0.4221839743039055,0.7769197923082611,755,23,True,5
0.4221839743039055,0.7769197923082611,727,23,True,9
0.4221839743039055,0.7769197923082611,731,23,True,8
0.4221839743039055,0.7769197923082611,732,23,True,7
0.6819610725389793,0.18108171155933492,1072,23,True,1
0.6819610725389793,0.18108171155933492,849,23,True,4
0.6819610725389793,0.18108171155933492,1115,23,True,0
0.6819610725389793,0.18108171155933492,1467,23,True,2
0.6819610725389793,0.18108171155933492,1102,23,True,5
0.6819610725389793,0.18108171155933492,1198,23,True,3
0.6819610725389793,0.18108171155933492,823,23,True,9
0.6819610725389793,0.18108171155933492,1162,23,True,6
0.6819610725389793,0.18108171155933492,1904,23,True,8
0.6819610725389793,0.18108171155933492,1577,23,True,7
0.9398721891946165,0.45303290705460897,1637,23,True,6
0.9398721891946165,0.45303290705460897,1514,23,True,3
0.9398721891946165,0.45303290705460897,1811,23,True,0
0.22884312820197328,0.9640521475059455,721,23,True,0
0.22884312820197328,0.9640521475059455,726,23,True,1
0.9398721891946165,0.45303290705460897,1446,23,True,4
0.9398721891946165,0.45303290705460897,1606,23,True,8
0.22884312820197328,0.9640521475059455,717,23,True,2
0.22884312820197328,0.9640521475059455,716,23,True,3
0.9398721891946165,0.45303290705460897,1691,23,True,1
0.22884312820197328,0.9640521475059455,734,23,True,6
0.22884312820197328,0.9640521475059455,723,23,True,5
0.22884312820197328,0.9640521475059455,736,23,True,4
0.22884312820197328,0.9640521475059455,731,23,True,7
0.22884312820197328,0.9640521475059455,733,23,True,8
0.9398721891946165,0.45303290705460897,1491,23,True,9
0.9398721891946165,0.45303290705460897,1638,23,True,5
0.22884312820197328,0.9640521475059455,728,23,True,9
0.9398721891946165,0.45303290705460897,1876,23,True,2
0.9398721891946165,0.45303290705460897,1735,23,True,7
0.5277836061537446,0.035668943526173044,639,13,False,5
0.5277836061537446,0.035668943526173044,644,13,False,9
0.7141234568045237,0.45582484915672294,752,23,True,0
0.5277836061537446,0.035668943526173044,652,13,False,4
0.5277836061537446,0.035668943526173044,637,13,False,1
0.5277836061537446,0.035668943526173044,642,13,False,2
0.5277836061537446,0.035668943526173044,632,13,False,0
0.5277836061537446,0.035668943526173044,645,13,False,3
0.5277836061537446,0.035668943526173044,650,13,False,6
0.5277836061537446,0.035668943526173044,638,13,False,7
0.7141234568045237,0.45582484915672294,721,23,True,1
0.7141234568045237,0.45582484915672294,709,23,True,2
0.7141234568045237,0.45582484915672294,727,23,True,3
0.5277836061537446,0.035668943526173044,647,13,False,8
0.7141234568045237,0.45582484915672294,717,23,True,4
0.7141234568045237,0.45582484915672294,737,23,True,8
0.7141234568045237,0.45582484915672294,707,23,True,6
0.7141234568045237,0.45582484915672294,725,23,True,5
0.7141234568045237,0.45582484915672294,702,23,True,7
0.7141234568045237,0.45582484915672294,739,23,True,9
0.06046200195710315,0.6568622544777132,785,23,True,0
0.06046200195710315,0.6568622544777132,783,23,True,1
0.06046200195710315,0.6568622544777132,778,23,True,2
0.06046200195710315,0.6568622544777132,792,23,True,3
0.06046200195710315,0.6568622544777132,779,23,True,5
0.06046200195710315,0.6568622544777132,785,23,True,9
0.06046200195710315,0.6568622544777132,797,23,True,4
0.06046200195710315,0.6568622544777132,777,23,True,6
0.06046200195710315,0.6568622544777132,784,23,True,8
0.06046200195710315,0.6568622544777132,780,23,True,7
0.4649338828376243,0.3883770421991818,827,23,True,0
0.4649338828376243,0.3883770421991818,842,23,True,2
0.4649338828376243,0.3883770421991818,835,23,True,4
0.4649338828376243,0.3883770421991818,823,23,True,1
0.4649338828376243,0.3883770421991818,830,23,True,3
0.4649338828376243,0.3883770421991818,813,23,True,5
0.4649338828376243,0.3883770421991818,815,23,True,6
0.4649338828376243,0.3883770421991818,807,23,True,7
0.4649338828376243,0.3883770421991818,815,23,True,8
0.4649338828376243,0.3883770421991818,823,23,True,9
0.8695849403036777,0.18030617092248633,1113,23,True,1
0.8695849403036777,0.18030617092248633,1325,23,True,0
0.8223080030194113,0.8608288413343607,1249,23,True,0
0.8695849403036777,0.18030617092248633,1307,23,True,5
0.8695849403036777,0.18030617092248633,1399,23,True,3
0.8695849403036777,0.18030617092248633,1181,23,True,9
0.8695849403036777,0.18030617092248633,1351,23,True,8
0.8695849403036777,0.18030617092248633,1471,23,True,6
0.8695849403036777,0.18030617092248633,1634,23,True,2
0.8223080030194113,0.8608288413343607,1675,23,True,1
0.8695849403036777,0.18030617092248633,2055,23,True,7
0.8223080030194113,0.8608288413343607,649,23,True,3
0.3885564798209891,0.25968785766079133,861,23,True,0
0.8695849403036777,0.18030617092248633,2081,23,True,4
0.8223080030194113,0.8608288413343607,1581,23,True,8
0.8223080030194113,0.8608288413343607,1379,23,True,2
0.3885564798209891,0.25968785766079133,855,23,True,2
0.3885564798209891,0.25968785766079133,893,23,True,1
0.8223080030194113,0.8608288413343607,1056,23,True,4
0.3885564798209891,0.25968785766079133,879,23,True,4
0.3885564798209891,0.25968785766079133,880,23,True,6
0.8223080030194113,0.8608288413343607,1175,23,True,6
0.3885564798209891,0.25968785766079133,887,23,True,3
0.3885564798209891,0.25968785766079133,885,23,True,9
0.8223080030194113,0.8608288413343607,1338,23,True,7
0.8223080030194113,0.8608288413343607,1502,23,True,5
0.3885564798209891,0.25968785766079133,861,23,True,5
0.3885564798209891,0.25968785766079133,891,23,True,7
0.3885564798209891,0.25968785766079133,870,23,True,8
0.8223080030194113,0.8608288413343607,1384,23,True,9
0.8312588361333415,0.7687874696042668,600,23,True,7
0.8312588361333415,0.7687874696042668,970,23,True,3
0.6594881291615078,0.662469558306455,676,23,True,0
0.6594881291615078,0.662469558306455,696,23,True,1
0.8312588361333415,0.7687874696042668,1315,23,True,5
0.8312588361333415,0.7687874696042668,1887,23,True,4
0.8312588361333415,0.7687874696042668,1487,23,True,1
0.6594881291615078,0.662469558306455,706,23,True,2
0.8312588361333415,0.7687874696042668,1465,23,True,2
0.8312588361333415,0.7687874696042668,1974,23,True,0
0.8312588361333415,0.7687874696042668,1831,23,True,9
0.6594881291615078,0.662469558306455,723,23,True,3
0.6594881291615078,0.662469558306455,708,23,True,5
0.3009327424638371,0.5256897257226867,804,23,True,0
0.6594881291615078,0.662469558306455,712,23,True,4
0.8312588361333415,0.7687874696042668,1597,23,True,8
0.6594881291615078,0.662469558306455,699,23,True,9
0.6594881291615078,0.662469558306455,707,23,True,6
0.6594881291615078,0.662469558306455,712,23,True,7
0.6594881291615078,0.662469558306455,719,23,True,8
0.3009327424638371,0.5256897257226867,796,23,True,1
0.3009327424638371,0.5256897257226867,819,23,True,4
0.3009327424638371,0.5256897257226867,798,23,True,2
0.3009327424638371,0.5256897257226867,795,23,True,6
0.3009327424638371,0.5256897257226867,796,23,True,3
0.8312588361333415,0.7687874696042668,1960,23,True,6
0.6056567430854751,0.7932500527982513,697,23,True,1
0.3009327424638371,0.5256897257226867,804,23,True,5
0.6056567430854751,0.7932500527982513,714,23,True,3
0.3009327424638371,0.5256897257226867,786,23,True,7
0.3009327424638371,0.5256897257226867,796,23,True,8
0.3009327424638371,0.5256897257226867,797,23,True,9
0.6056567430854751,0.7932500527982513,688,23,True,0
0.6056567430854751,0.7932500527982513,706,23,True,6
0.6056567430854751,0.7932500527982513,717,23,True,2
0.6056567430854751,0.7932500527982513,679,23,True,8
0.6056567430854751,0.7932500527982513,685,23,True,5
0.6056567430854751,0.7932500527982513,822,23,True,4
0.46896967927961897,0.9759641332297019,724,23,True,0
0.46896967927961897,0.9759641332297019,692,23,True,1
0.6056567430854751,0.7932500527982513,725,23,True,7
0.6056567430854751,0.7932500527982513,711,23,True,9
0.46896967927961897,0.9759641332297019,703,23,True,3
0.46896967927961897,0.9759641332297019,707,23,True,5
0.46896967927961897,0.9759641332297019,705,23,True,8
0.46896967927961897,0.9759641332297019,703,23,True,7
0.46896967927961897,0.9759641332297019,697,23,True,2
0.46896967927961897,0.9759641332297019,699,23,True,4
0.46896967927961897,0.9759641332297019,715,23,True,6
0.1718642495002874,0.42632338273492926,830,23,True,3
0.1718642495002874,0.42632338273492926,849,23,True,4
0.46896967927961897,0.9759641332297019,709,23,True,9
0.1718642495002874,0.42632338273492926,834,23,True,0
0.1718642495002874,0.42632338273492926,845,23,True,1
0.1718642495002874,0.42632338273492926,850,23,True,2
0.1718642495002874,0.42632338273492926,846,23,True,7
0.1718642495002874,0.42632338273492926,842,23,True,5
0.1718642495002874,0.42632338273492926,846,23,True,6
0.1718642495002874,0.42632338273492926,842,23,True,8
0.3842181048130155,0.6440364256510295,753,23,True,2
0.1718642495002874,0.42632338273492926,837,23,True,9
0.3842181048130155,0.6440364256510295,775,23,True,0
0.3842181048130155,0.6440364256510295,762,23,True,5
0.3842181048130155,0.6440364256510295,753,23,True,1
0.3842181048130155,0.6440364256510295,757,23,True,3
0.3842181048130155,0.6440364256510295,747,23,True,4
0.3842181048130155,0.6440364256510295,758,23,True,9
0.3842181048130155,0.6440364256510295,766,23,True,6
0.3842181048130155,0.6440364256510295,745,23,True,7
0.3842181048130155,0.6440364256510295,772,23,True,8
0.8031635094836572,0.38525439203460987,687,23,True,6
0.8031635094836572,0.38525439203460987,1497,23,True,2
0.8031635094836572,0.38525439203460987,725,23,True,3
0.8031635094836572,0.38525439203460987,697,23,True,4
0.8031635094836572,0.38525439203460987,1252,23,True,5
0.8031635094836572,0.38525439203460987,1186,23,True,9
0.8031635094836572,0.38525439203460987,1245,23,True,0
0.8031635094836572,0.38525439203460987,1428,23,True,1
0.8031635094836572,0.38525439203460987,1430,23,True,7
0.8031635094836572,0.38525439203460987,1419,23,True,8
0.4813721303879647,0.09822775862875667,1331,29,True,0
0.4813721303879647,0.09822775862875667,1294,29,True,4
0.4813721303879647,0.09822775862875667,1308,29,True,5
0.4813721303879647,0.09822775862875667,1253,29,True,1
0.4813721303879647,0.09822775862875667,1243,29,True,3
0.4813721303879647,0.09822775862875667,1359,29,True,2
0.8057614853989161,0.08706261750511966,830,29,True,1
0.8057614853989161,0.08706261750511966,829,29,True,2
0.4813721303879647,0.09822775862875667,1292,29,True,6
0.4813721303879647,0.09822775862875667,1310,29,True,7
0.4813721303879647,0.09822775862875667,1284,29,True,8
0.4813721303879647,0.09822775862875667,1233,29,True,9
0.8057614853989161,0.08706261750511966,799,29,True,0
0.8057614853989161,0.08706261750511966,792,29,True,6
0.8057614853989161,0.08706261750511966,931,29,True,7
0.8057614853989161,0.08706261750511966,829,29,True,3
0.8057614853989161,0.08706261750511966,772,29,True,4
0.8057614853989161,0.08706261750511966,824,29,True,9
0.8057614853989161,0.08706261750511966,962,29,True,5
0.8057614853989161,0.08706261750511966,837,29,True,8
0.9887979750168218,0.3453605330932142,1529,23,True,7
0.19233959676478135,0.3502372619703023,871,23,True,0
0.9887979750168218,0.3453605330932142,1615,23,True,2
0.19233959676478135,0.3502372619703023,883,23,True,1
0.9887979750168218,0.3453605330932142,1603,23,True,0
0.19233959676478135,0.3502372619703023,872,23,True,2
0.19233959676478135,0.3502372619703023,869,23,True,3
0.19233959676478135,0.3502372619703023,863,23,True,5
0.19233959676478135,0.3502372619703023,875,23,True,6
0.19233959676478135,0.3502372619703023,876,23,True,4
0.19233959676478135,0.3502372619703023,866,23,True,7
0.9887979750168218,0.3453605330932142,1498,23,True,1
0.19233959676478135,0.3502372619703023,876,23,True,8
0.15552484085451324,0.42807696506586435,837,23,True,0
0.15552484085451324,0.42807696506586435,846,23,True,2
0.15552484085451324,0.42807696506586435,849,23,True,3
0.19233959676478135,0.3502372619703023,863,23,True,9
0.15552484085451324,0.42807696506586435,852,23,True,1
0.15552484085451324,0.42807696506586435,838,23,True,4
0.9887979750168218,0.3453605330932142,1751,23,True,3
0.15552484085451324,0.42807696506586435,853,23,True,5
0.9887979750168218,0.3453605330932142,1603,23,True,9
0.15552484085451324,0.42807696506586435,852,23,True,8
0.30576053947742715,0.4977830095368573,810,23,True,0
0.15552484085451324,0.42807696506586435,841,23,True,6
0.15552484085451324,0.42807696506586435,838,23,True,7
0.30576053947742715,0.4977830095368573,805,23,True,2
0.15552484085451324,0.42807696506586435,851,23,True,9
0.30576053947742715,0.4977830095368573,812,23,True,3
0.30576053947742715,0.4977830095368573,800,23,True,1
0.30576053947742715,0.4977830095368573,803,23,True,6
0.9887979750168218,0.3453605330932142,1531,23,True,6
0.30576053947742715,0.4977830095368573,802,23,True,8
0.30576053947742715,0.4977830095368573,820,23,True,4
0.30576053947742715,0.4977830095368573,806,23,True,5
0.9887979750168218,0.3453605330932142,1619,23,True,5
0.30576053947742715,0.4977830095368573,811,23,True,7
0.5440090540451582,0.3025089741801638,791,23,True,0
0.9887979750168218,0.3453605330932142,1686,23,True,4
0.30576053947742715,0.4977830095368573,807,23,True,9
0.5440090540451582,0.3025089741801638,830,23,True,2
0.5440090540451582,0.3025089741801638,840,23,True,7
0.3407223628142591,0.5098943818421736,798,23,True,0
0.5440090540451582,0.3025089741801638,804,23,True,1
0.5440090540451582,0.3025089741801638,807,23,True,3
0.5440090540451582,0.3025089741801638,839,23,True,4
0.3407223628142591,0.5098943818421736,802,23,True,1
0.5440090540451582,0.3025089741801638,831,23,True,5
0.3407223628142591,0.5098943818421736,787,23,True,2
0.5440090540451582,0.3025089741801638,835,23,True,6
0.9887979750168218,0.3453605330932142,1646,23,True,8
0.5440090540451582,0.3025089741801638,830,23,True,8
0.5440090540451582,0.3025089741801638,847,23,True,9
0.3407223628142591,0.5098943818421736,815,23,True,6
0.3407223628142591,0.5098943818421736,797,23,True,8
0.3407223628142591,0.5098943818421736,815,23,True,3
0.3407223628142591,0.5098943818421736,807,23,True,4
0.3407223628142591,0.5098943818421736,804,23,True,5
0.3407223628142591,0.5098943818421736,801,23,True,7
0.47851918431328744,0.45835830251676674,820,23,True,3
0.47851918431328744,0.45835830251676674,788,23,True,4
0.3407223628142591,0.5098943818421736,807,23,True,9
0.47851918431328744,0.45835830251676674,784,23,True,0
0.47851918431328744,0.45835830251676674,793,23,True,1
0.47851918431328744,0.45835830251676674,799,23,True,2
0.47851918431328744,0.45835830251676674,779,23,True,9
0.47851918431328744,0.45835830251676674,783,23,True,5
0.47851918431328744,0.45835830251676674,809,23,True,6
0.47851918431328744,0.45835830251676674,803,23,True,7
0.47851918431328744,0.45835830251676674,800,23,True,8
0.09449737192164698,0.09726855666256012,1595,29,True,0
0.09449737192164698,0.09726855666256012,1556,29,True,5
0.10554828332990457,0.21139488310157595,967,23,True,0
0.10554828332990457,0.21139488310157595,975,23,True,1
0.10554828332990457,0.21139488310157595,961,23,True,2
0.10554828332990457,0.21139488310157595,1002,23,True,3
0.09449737192164698,0.09726855666256012,1550,29,True,1
0.10554828332990457,0.21139488310157595,955,23,True,4
0.09449737192164698,0.09726855666256012,1573,29,True,3
0.09449737192164698,0.09726855666256012,1654,29,True,2
0.09449737192164698,0.09726855666256012,1633,29,True,4
0.10554828332990457,0.21139488310157595,976,23,True,5
0.10554828332990457,0.21139488310157595,995,23,True,7
0.09449737192164698,0.09726855666256012,1656,29,True,6
0.09449737192164698,0.09726855666256012,1549,29,True,7
0.09449737192164698,0.09726855666256012,1560,29,True,8
0.11960873231244339,0.7865283773944557,755,23,True,1
0.11960873231244339,0.7865283773944557,765,23,True,2
0.09449737192164698,0.09726855666256012,1647,29,True,9
0.11960873231244339,0.7865283773944557,754,23,True,0
0.10554828332990457,0.21139488310157595,967,23,True,6
0.11960873231244339,0.7865283773944557,760,23,True,6
0.11960873231244339,0.7865283773944557,749,23,True,7
0.11960873231244339,0.7865283773944557,760,23,True,3
0.10554828332990457,0.21139488310157595,975,23,True,8
0.10554828332990457,0.21139488310157595,1001,23,True,9
0.11960873231244339,0.7865283773944557,749,23,True,4
0.11960873231244339,0.7865283773944557,762,23,True,5
0.27741377959704006,0.5630018317040506,794,23,True,1
0.27741377959704006,0.5630018317040506,782,23,True,2
0.11960873231244339,0.7865283773944557,769,23,True,8
0.11960873231244339,0.7865283773944557,754,23,True,9
0.27741377959704006,0.5630018317040506,811,23,True,0
0.27741377959704006,0.5630018317040506,791,23,True,8
0.27741377959704006,0.5630018317040506,780,23,True,9
0.27741377959704006,0.5630018317040506,778,23,True,3
0.27741377959704006,0.5630018317040506,793,23,True,4
0.27741377959704006,0.5630018317040506,800,23,True,5
0.27741377959704006,0.5630018317040506,792,23,True,6
0.27741377959704006,0.5630018317040506,798,23,True,7
0.4653929651936526,0.1214585124336419,1802,29,True,0
0.4653929651936526,0.1214585124336419,1922,29,True,3
0.4653929651936526,0.1214585124336419,1728,29,True,1
0.708071352436112,0.12731131718251246,1103,29,True,0
0.4653929651936526,0.1214585124336419,1817,29,True,4
0.708071352436112,0.12731131718251246,1248,29,True,1
0.4653929651936526,0.1214585124336419,1789,29,True,5
0.4653929651936526,0.1214585124336419,1939,29,True,2
0.4653929651936526,0.1214585124336419,1663,29,True,9
0.4653929651936526,0.1214585124336419,1903,29,True,6
0.4653929651936526,0.1214585124336419,1856,29,True,7
0.4653929651936526,0.1214585124336419,1867,29,True,8
