epsilon,gamma,iters,optimal_path_length,valid_path,seed
0.8630393825005334,0.20784809799710413,1292,23,True,4
0.8630393825005334,0.20784809799710413,1409,23,True,1
0.8630393825005334,0.20784809799710413,1342,23,True,2
0.8630393825005334,0.20784809799710413,1267,23,True,5
0.8630393825005334,0.20784809799710413,1376,23,True,3
0.8630393825005334,0.20784809799710413,1415,23,True,0
0.8630393825005334,0.20784809799710413,1423,23,True,7
0.8630393825005334,0.20784809799710413,1442,23,True,9
0.8630393825005334,0.20784809799710413,1440,23,True,8
0.8630393825005334,0.20784809799710413,1555,23,True,6
0.9007392710274309,0.4197406339492928,1442,23,True,0
0.056597302202726435,0.6955633285180401,790,23,True,0
0.9007392710274309,0.4197406339492928,1413,23,True,1
0.056597302202726435,0.6955633285180401,779,23,True,1
0.056597302202726435,0.6955633285180401,769,23,True,2
0.056597302202726435,0.6955633285180401,774,23,True,3
0.056597302202726435,0.6955633285180401,776,23,True,4
0.056597302202726435,0.6955633285180401,773,23,True,5
0.056597302202726435,0.6955633285180401,784,23,True,6
0.056597302202726435,0.6955633285180401,779,23,True,7
0.056597302202726435,0.6955633285180401,783,23,True,8
0.056597302202726435,0.6955633285180401,775,23,True,9
0.7646113000140179,0.05348212598858366,687,13,False,0
0.7646113000140179,0.05348212598858366,693,13,False,1
0.9007392710274309,0.4197406339492928,1404,23,True,2
0.9007392710274309,0.4197406339492928,1272,23,True,8
0.9007392710274309,0.4197406339492928,1420,23,True,4
0.7646113000140179,0.05348212598858366,680,13,False,2
0.9007392710274309,0.4197406339492928,1532,23,True,3
0.7646113000140179,0.05348212598858366,688,13,False,3
0.9007392710274309,0.4197406339492928,1457,23,True,7
0.9007392710274309,0.4197406339492928,1656,23,True,5
0.9007392710274309,0.4197406339492928,1623,23,True,6
0.7646113000140179,0.05348212598858366,680,13,False,7
0.7646113000140179,0.05348212598858366,687,13,False,9
0.7646113000140179,0.05348212598858366,707,13,False,4
0.4179709571106128,0.07850122481986868,834,13,False,3
0.9007392710274309,0.4197406339492928,2003,23,True,9
0.7646113000140179,0.05348212598858366,689,13,False,5
0.7646113000140179,0.05348212598858366,692,13,False,6
0.4179709571106128,0.07850122481986868,839,13,False,4
0.4179709571106128,0.07850122481986868,842,13,False,0
0.7646113000140179,0.05348212598858366,681,13,False,8
0.4179709571106128,0.07850122481986868,833,13,False,1
0.2214218955313034,0.287782132957507,911,23,True,0
0.4179709571106128,0.07850122481986868,857,13,False,2
0.4179709571106128,0.07850122481986868,837,13,False,6
0.2214218955313034,0.287782132957507,890,23,True,4
0.2214218955313034,0.287782132957507,904,23,True,1
